# blastn
# Iteration: 0
# Query: NM_000546.6 Homo sapiens tumor protein p53 (TP53), transcript variant 1, mRNA
# RID: 6SXHBDFH014
# Database: core_nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1487 hits found
NM_000546.6	NM_000546.6	100.000	2512	0	0	1	2512	1	2512	0.0	4639
NM_000546.6	HG975427.1	100.000	2512	0	0	1	2512	56	2567	0.0	4639
NM_000546.6	NM_001276761.3	99.881	2512	0	1	1	2512	1	2509	0.0	4619
NM_000546.6	AF307851.1	99.880	2500	2	1	13	2512	6	2504	0.0	4599
NM_000546.6	BC003596.1	99.880	2490	2	1	23	2512	1	2489	0.0	4580
NM_000546.6	XM_001172077.6	99.364	2515	13	1	1	2512	23	2537	0.0	4553
NM_000546.6	XM_004058511.5	99.363	2512	11	1	1	2512	23	2529	0.0	4545
NM_000546.6	XM_003810066.5	99.204	2512	12	1	1	2512	52	2555	0.0	4521
NM_000546.6	DQ191317.1	99.088	2522	10	5	1	2512	49	2567	0.0	4518
NM_000546.6	FJ207420.1	99.085	2515	11	4	8	2512	1	2513	0.0	4506
NM_000546.6	DQ286964.1	99.085	2515	10	5	8	2512	1	2512	0.0	4505
NM_000546.6	AB082923.1	99.713	2436	3	2	77	2512	1	2432	0.0	4457
NM_000546.6	NM_001407262.1	100.000	2399	0	0	114	2512	217	2615	0.0	4431
NM_000546.6	NM_001407262.1	100.000	114	0	0	1	114	1	114	4.56e-49	211
NM_000546.6	NM_001407266.1	100.000	2399	0	0	114	2512	127	2525	0.0	4431
NM_000546.6	NM_001407265.1	100.000	2398	0	0	115	2512	125	2522	0.0	4429
NM_000546.6	XM_063700589.1	99.333	2399	11	1	114	2512	220	2613	0.0	4337
NM_000546.6	XM_002826974.6	97.771	2512	54	1	1	2512	17	2526	0.0	4327
NM_000546.6	XM_054457336.2	97.651	2512	57	1	1	2512	27	2536	0.0	4311
NM_000546.6	NM_001126118.2	100.000	2296	0	0	217	2512	334	2629	0.0	4241
NM_000546.6	NM_001126118.2	100.000	216	0	0	1	216	1	216	9.06e-106	399
NM_000546.6	JN900492.1	100.000	2296	0	0	217	2512	383	2678	0.0	4241
NM_000546.6	JN900492.1	100.000	216	0	0	1	216	50	265	9.06e-106	399
NM_000546.6	JN214348.1	99.826	2296	2	2	217	2512	121	2414	0.0	4217
NM_000546.6	JN214348.1	100.000	102	0	0	13	114	19	120	2.13e-42	189
NM_000546.6	XM_016931470.3	99.304	2299	13	1	217	2512	336	2634	0.0	4154
NM_000546.6	XM_016931470.3	100.000	216	0	0	1	216	1	216	9.06e-106	399
NM_000546.6	XM_030800485.1	96.429	2520	68	11	1	2512	62	2567	0.0	4135
NM_000546.6	XM_055256596.2	96.380	2514	75	9	1	2512	145	2644	0.0	4124
NM_000546.6	XM_057300362.2	99.129	2296	12	1	217	2512	336	2623	0.0	4122
NM_000546.6	XM_057300362.2	100.000	216	0	0	1	216	1	216	9.06e-106	399
NM_000546.6	XM_032139337.3	96.307	2518	74	11	1	2512	9	2513	0.0	4117
NM_000546.6	XM_023193314.2	95.348	2515	101	5	1	2512	59	2560	0.0	3982
NM_000546.6	XM_005582787.4	95.346	2514	99	10	4	2512	1	2501	0.0	3978
NM_000546.6	XM_012052423.1	95.272	2517	100	9	1	2512	54	2556	0.0	3971
NM_000546.6	XM_003912272.5	95.232	2517	100	9	1	2512	59	2560	0.0	3965
NM_000546.6	XM_071082299.1	95.227	2514	99	10	1	2509	99	2596	0.0	3958
NM_000546.6	XM_045375424.2	95.227	2514	99	12	4	2512	1	2498	0.0	3958
NM_000546.6	XM_011994540.1	95.193	2517	100	9	1	2512	59	2559	0.0	3958
NM_000546.6	XM_011958558.1	95.079	2520	107	7	1	2512	59	2569	0.0	3951
NM_000546.6	XM_025363516.1	95.113	2517	103	10	1	2512	59	2560	0.0	3949
NM_000546.6	XM_011994541.1	95.074	2517	100	11	1	2512	59	2556	0.0	3940
NM_000546.6	XM_025363515.1	95.000	2520	103	11	1	2512	59	2563	0.0	3934
NM_000546.6	XM_011958559.1	94.960	2520	107	9	1	2512	59	2566	0.0	3932
NM_000546.6	XM_025363517.1	94.994	2517	103	12	1	2512	59	2557	0.0	3928
NM_000546.6	XM_033184717.1	94.913	2516	108	7	1	2512	59	2558	0.0	3919
NM_000546.6	XM_010362387.1	94.754	2516	112	7	1	2512	59	2558	0.0	3897
NM_000546.6	XM_077969494.1	94.829	2514	99	12	4	2512	1	2488	0.0	3893
NM_000546.6	XM_017850545.1	94.714	2516	113	7	1	2512	59	2558	0.0	3892
NM_000546.6	XM_008010194.3	94.622	2510	104	11	8	2512	1	2484	0.0	3858
NM_000546.6	XM_050765347.1	95.545	2402	92	9	114	2512	262	2651	0.0	3829
NM_000546.6	XM_050765346.1	95.545	2402	92	9	114	2512	1074	3463	0.0	3829
NM_000546.6	XM_077969492.1	95.087	2402	92	9	114	2512	216	2594	0.0	3759
NM_000546.6	XM_077969493.1	95.085	2401	92	9	115	2512	126	2503	0.0	3757
NM_000546.6	X01405.1	99.373	2072	4	8	443	2512	2	2066	0.0	3746
NM_000546.6	XM_017850544.1	94.835	2401	106	6	114	2512	211	2595	0.0	3731
NM_000546.6	NM_001276697.3	100.000	1996	0	0	517	2512	8	2003	0.0	3687
NM_000546.6	DQ186650.1	98.953	2006	9	4	517	2512	253	2256	0.0	3578
NM_000546.6	XM_008010192.3	94.693	2299	93	10	217	2512	325	2597	0.0	3542
NM_000546.6	XM_008010192.3	93.659	205	11	1	14	216	1	205	2.03e-77	305
NM_000546.6	XM_055256597.2	96.445	2138	62	8	375	2512	359	2482	0.0	3515
NM_000546.6	XM_055256597.2	96.285	323	10	1	1	321	43	365	1.11e-144	529
NM_000546.6	NM_001047151.2	94.968	2206	84	11	52	2252	1	2184	0.0	3434
NM_000546.6	XM_011994542.1	95.376	2141	80	8	375	2512	362	2486	0.0	3387
NM_000546.6	XM_011994542.1	94.427	323	16	1	1	321	46	368	1.12e-134	496
NM_000546.6	XM_025363518.1	95.329	2141	82	9	375	2512	272	2397	0.0	3384
NM_000546.6	XM_025363518.1	94.604	278	13	1	46	321	1	278	1.16e-114	429
NM_000546.6	XM_011958560.1	95.265	2133	86	6	386	2512	361	2484	0.0	3365
NM_000546.6	XM_011958560.1	94.044	319	17	1	1	317	46	364	8.74e-131	483
NM_000546.6	XM_077969495.1	95.070	2130	79	9	386	2512	313	2419	0.0	3328
NM_000546.6	XM_077969495.1	94.620	316	15	1	4	317	1	316	1.88e-132	488
NM_000546.6	XM_003929186.3	90.484	2522	197	17	1	2512	46	2534	0.0	3288
NM_000546.6	XM_063629529.1	96.443	1996	57	8	517	2512	293	2274	0.0	3280
NM_000546.6	XM_063629529.1	95.635	252	8	2	1	249	54	305	2.52e-106	401
NM_000546.6	AK297927.1	98.362	1831	0	1	1	1831	1	1801	0.0	3188
NM_000546.6	XM_064378363.1	89.794	2528	199	24	1	2512	43	2527	0.0	3184
NM_000546.6	XM_002747948.6	89.605	2530	213	23	1	2512	19	2516	0.0	3169
NM_000546.6	XM_032280431.1	89.509	2526	218	21	1	2512	60	2552	0.0	3153
NM_000546.6	XM_017531594.2	89.482	2529	214	25	1	2512	47	2540	0.0	3149
NM_000546.6	NR_176326.1	100.000	1699	0	0	814	2512	701	2399	0.0	3138
NM_000546.6	NR_176326.1	99.859	708	0	1	1	708	1	707	0.0	1301
NM_000546.6	K03199.1	99.881	1684	2	0	4	1687	76	1759	0.0	3099
NM_000546.6	AK223026.1	99.940	1665	1	0	848	2512	1	1665	0.0	3070
NM_000546.6	XM_039476036.2	90.582	2304	179	15	217	2512	396	2669	0.0	3018
NM_000546.6	XM_039476036.2	89.450	218	18	2	1	216	47	261	7.41e-67	270
NM_000546.6	AK225838.1	99.938	1618	1	0	4	1621	2	1619	0.0	2983
NM_000546.6	XM_064378362.1	89.870	2310	180	22	217	2512	374	2643	0.0	2920
NM_000546.6	XM_064378362.1	88.991	218	19	2	1	216	43	257	3.45e-65	265
NM_000546.6	XM_032280430.1	89.688	2308	196	19	217	2512	391	2668	0.0	2905
NM_000546.6	XM_032280430.1	87.615	218	22	2	1	216	60	274	3.47e-60	248
NM_000546.6	XM_025363519.1	95.618	1780	72	5	217	1993	114	1890	0.0	2850
NM_000546.6	XR_001828562.2	87.152	2514	256	26	11	2512	3	2461	0.0	2791
